@relation spambase-weka.filters.unsupervised.attribute.Standardize

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
-0.342396,0.191376,-0.5567,-0.046894,1.245741,-0.350228,0.29581,0.310931,-0.323267,0.342125,-0.296827,0.1721,0.452007,-0.174908,-0.190094,-0.301345,1.23276,0.951297,0.618368,-0.167875,0.857954,-0.118159,-0.290178,0.306644,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,2.614165,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,-0.381093,0.173904,0.701176,-0.16191,-0.103037,-0.104935,-0.000887,0.002821,1
-0.342396,-0.165054,-0.5567,-0.046894,-0.464264,-0.350228,-0.291762,-0.262533,-0.323267,-0.371324,-0.296827,0.949634,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,-0.347838,1.373093,-0.167875,-0.674346,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,2.947904,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,1.046545,1.295304,-0.07138,-0.111534,-0.158436,-0.514251,-0.155181,-0.042996,-0.308321,-0.103037,-0.09819,-0.190736,-0.422677,0
-0.342396,-0.165054,2.636839,-0.046894,-0.464264,-0.350228,-0.291762,-0.262533,5.455298,-0.371324,-0.296827,-0.628644,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,-0.347838,1.784249,-0.167875,-0.674346,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,6.82565,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,-0.514251,-0.155181,-0.329876,-0.308321,-0.103037,-0.107866,-0.226653,-0.429274,0
-0.342396,-0.165054,3.707964,-0.046894,1.126784,-0.350228,-0.291762,-0.262533,-0.323267,-0.371324,-0.296827,-0.628644,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,-0.347838,-0.333487,-0.167875,0.21672,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,-0.514251,-0.155181,-0.094488,-0.308321,-0.103037,-0.09009,-0.170212,-0.386394,1
-0.342396,-0.165054,-0.5567,-0.046894,0.829392,-0.350228,-0.291762,-0.262533,-0.323267,-0.371324,6.202973,-0.12963,-0.312021,-0.174908,-0.190094,1.817834,-0.321101,2.118637,0.545148,-0.167875,0.050165,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,-0.292321,-0.155181,0.112704,0.423737,-0.103037,-0.10941,-0.236916,-0.325373,0
-0.342396,-0.165054,-0.5567,-0.046894,-0.464264,-0.350228,-0.291762,-0.262533,-0.323267,-0.371324,-0.296827,-0.628644,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,2.212777,0.212844,-0.167875,-0.108061,-0.118159,-0.290178,-0.212971,0.484935,0.46746,-0.22787,1.030784,-0.166713,1.263788,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,0.377169,-0.155181,-0.329876,-0.308321,-0.103037,-0.086056,-0.180474,-0.308881,0
-0.342396,1.097949,-0.5567,-0.046894,0.740174,-0.350228,3.872335,-0.262533,-0.323267,-0.371324,-0.296827,-0.628644,-0.312021,-0.174908,2.939211,-0.301345,-0.321101,1.177234,-0.018079,-0.167875,1.365944,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,-0.514251,1.069747,-0.329876,-0.308321,-0.103037,-0.059803,-0.21126,-0.37485,1
-0.342396,-0.165054,-0.5567,-0.046894,-0.464264,-0.350228,-0.291762,-0.262533,-0.323267,-0.371324,-0.296827,0.636299,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,-0.347838,0.297328,-0.167875,-0.674346,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,0.422504,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,-0.514251,-0.155181,-0.329876,-0.308321,-0.103037,-0.087695,-0.21126,-0.379797,0
-0.342396,-0.165054,-0.5567,-0.046894,-0.464264,-0.350228,-0.291762,-0.262533,-0.323267,-0.371324,-0.296827,-0.628644,-0.312021,-0.174908,-0.190094,4.542492,-0.321101,-0.347838,-0.936141,-0.167875,-0.674346,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,-0.514251,-0.155181,2.677461,-0.308321,-0.103037,-0.03273,-0.134294,-0.378148,1
-0.342396,-0.165054,-0.5567,-0.046894,-0.464264,-0.350228,-0.291762,-0.262533,-0.323267,-0.371324,-0.296827,-0.628644,-0.312021,-0.174908,-0.190094,-0.301345,-0.321101,-0.347838,-0.936141,-0.167875,-0.674346,-0.118159,-0.290178,-0.212971,-0.328779,-0.299207,-0.22787,-0.231805,-0.166713,-0.225215,-0.160522,-0.143196,-0.174901,-0.145199,-0.198046,-0.242104,-0.32342,-0.05983,-0.180892,-0.185284,-0.120892,-0.172581,-0.205971,-0.127329,-0.297744,-0.197366,-0.07138,-0.111534,-0.158436,-0.514251,-0.155181,-0.329876,-0.308321,-0.103037,-0.132102,-0.262571,-0.460609,0
